,iter,method,train_test,r2,depth
739,13,Neumann_res,train,0.8024986879548915,6.0
740,13,Neumann_res,test,0.7914438082729336,6.0
741,13,Neumann,train,0.8035486279342154,6.0
742,13,Neumann,test,0.7941776561214341,6.0
743,13,Neumann_res,train,0.8052611823627749,7.0
744,13,Neumann_res,test,0.7932983426589372,7.0
745,13,Neumann,train,0.8055853573474846,7.0
746,13,Neumann,test,0.7931147131587704,7.0
747,13,Neumann_res,train,0.8056266663093922,8.0
748,13,Neumann_res,test,0.7915554489741063,8.0
749,13,Neumann,train,0.8066820535230589,8.0
750,13,Neumann,test,0.7913563302458122,8.0
751,13,Neumann_res,train,0.8058590086795978,9.0
752,13,Neumann_res,test,0.7931243469507978,9.0
753,13,Neumann,train,0.8076492374843874,9.0
754,13,Neumann,test,0.7945863630275571,9.0
755,13,Neumann_analytic,,0.5943020897876234,0.0
756,13,Neumann_analytic,,0.6549466804500232,1.0
757,13,Neumann_analytic,,0.685496151343776,2.0
758,13,Neumann_analytic,,0.7045205393216414,3.0
759,13,Neumann_analytic,,0.7178169095155396,4.0
760,13,Neumann_analytic,,0.7278022540461848,5.0
761,13,Neumann_analytic,,0.7560519038137653,10.0
762,13,Neumann_analytic,,0.7702451112308224,15.0
763,13,Neumann_analytic,,0.7791610215242222,20.0
764,13,Neumann_analytic,,0.7900041875709307,30.0
765,13,Neumann_analytic,,0.7964349385005425,40.0
766,13,Neumann_analytic,,0.800703238712965,50.0
767,13,Neumann_analytic,,0.8102477949907271,100.0
768,13,Bayes_rate,train,0.8102477949907271,
769,13,Bayes_rate,test,0.8102477949907271,
770,14,Neumann_res,train,0.7996273865883715,0.0
771,14,Neumann_res,test,0.7976910827854664,0.0
772,14,Neumann,train,0.7970822246782083,0.0
773,14,Neumann,test,0.7947746304605418,0.0
774,14,Neumann_res,train,0.8207563344892094,1.0
775,14,Neumann_res,test,0.8171574511186711,1.0
776,14,Neumann,train,0.8263884171155923,1.0
777,14,Neumann,test,0.8241991240562636,1.0
778,14,Neumann_res,train,0.8396557233197983,2.0
779,14,Neumann_res,test,0.836837846863981,2.0
780,14,Neumann,train,0.8427772110104961,2.0
781,14,Neumann,test,0.840011405136329,2.0
782,14,Neumann_res,train,0.8447090324841311,3.0
783,14,Neumann_res,test,0.8427511601533908,3.0
784,14,Neumann,train,0.8482075944767132,3.0
785,14,Neumann,test,0.8448960683901829,3.0
786,14,Neumann_res,train,0.8516653156734334,4.0
787,14,Neumann_res,test,0.845921048785727,4.0
788,14,Neumann,train,0.8518328587430662,4.0
789,14,Neumann,test,0.8488554602619148,4.0
790,14,Neumann_res,train,0.8540165977212711,5.0
791,14,Neumann_res,test,0.8482257213685265,5.0
792,14,Neumann,train,0.8536730951219457,5.0
793,14,Neumann,test,0.8479585008130565,5.0
794,14,Neumann_res,train,0.8546435054506939,6.0
795,14,Neumann_res,test,0.8474952024520453,6.0
796,14,Neumann,train,0.8557948633693058,6.0
797,14,Neumann,test,0.8488843645000881,6.0
798,14,Neumann_res,train,0.8560824278554606,7.0
799,14,Neumann_res,test,0.8463200393012328,7.0
800,14,Neumann,train,0.8567497974155365,7.0
801,14,Neumann,test,0.8478839399111786,7.0
802,14,Neumann_res,train,0.8568481219555354,8.0
803,14,Neumann_res,test,0.8469526206342248,8.0
804,14,Neumann,train,0.858120680086204,8.0
805,14,Neumann,test,0.847194288706002,8.0
806,14,Neumann_res,train,0.858297102664042,9.0
807,14,Neumann_res,test,0.8438685739566615,9.0
808,14,Neumann,train,0.8588009203460325,9.0
809,14,Neumann,test,0.8461368459003584,9.0
810,14,Neumann_analytic,,0.7082672014072842,0.0
811,14,Neumann_analytic,,0.7509217944395539,1.0
812,14,Neumann_analytic,,0.7739551980953886,2.0
813,14,Neumann_analytic,,0.7886630732865622,3.0
814,14,Neumann_analytic,,0.7990072689023517,4.0
815,14,Neumann_analytic,,0.8067454722193086,5.0
816,14,Neumann_analytic,,0.8279197468373357,10.0
817,14,Neumann_analytic,,0.8377468333492495,15.0
818,14,Neumann_analytic,,0.8435021509240145,20.0
819,14,Neumann_analytic,,0.8499897002943226,30.0
820,14,Neumann_analytic,,0.8535515503189747,40.0
821,14,Neumann_analytic,,0.8557949911353555,50.0
822,14,Neumann_analytic,,0.8604725714074829,100.0
823,14,Bayes_rate,train,0.8604725714074829,
824,14,Bayes_rate,test,0.8604725714074829,
825,15,Neumann_res,train,0.8110329512084966,0.0
826,15,Neumann_res,test,0.8085982844297934,0.0
827,15,Neumann,train,0.8097432593962806,0.0
828,15,Neumann,test,0.8071274663654556,0.0
829,15,Neumann_res,train,0.834341038413169,1.0
830,15,Neumann_res,test,0.8326319948830223,1.0
831,15,Neumann,train,0.8380844929646944,1.0
832,15,Neumann,test,0.8359157597528198,1.0
833,15,Neumann_res,train,0.8470086164989372,2.0
834,15,Neumann_res,test,0.8443414776932204,2.0
835,15,Neumann,train,0.8483394120395487,2.0
836,15,Neumann,test,0.8457385275713494,2.0
837,15,Neumann_res,train,0.853702993624288,3.0
838,15,Neumann_res,test,0.8489247192233882,3.0
839,15,Neumann,train,0.8537276014892257,3.0
840,15,Neumann,test,0.8485604923076502,3.0
841,15,Neumann_res,train,0.8571437342647221,4.0
842,15,Neumann_res,test,0.8509025905594089,4.0
843,15,Neumann,train,0.856899702047272,4.0
844,15,Neumann,test,0.8501019572903425,4.0
845,15,Neumann_res,train,0.8591341040638464,5.0
846,15,Neumann_res,test,0.8518453854744474,5.0
847,15,Neumann,train,0.8591946051226944,5.0
848,15,Neumann,test,0.8505695175515663,5.0
849,15,Neumann_res,train,0.8608194471999376,6.0
850,15,Neumann_res,test,0.8521435067492191,6.0
851,15,Neumann,train,0.8607990669117762,6.0
852,15,Neumann,test,0.8499656322215146,6.0
853,15,Neumann_res,train,0.8605453836781912,7.0
854,15,Neumann_res,test,0.8504848350051883,7.0
855,15,Neumann,train,0.8620314681670376,7.0
856,15,Neumann,test,0.8501016319789281,7.0
857,15,Neumann_res,train,0.8627023916588954,8.0
858,15,Neumann_res,test,0.8494334864698534,8.0
859,15,Neumann,train,0.8626712561844618,8.0
860,15,Neumann,test,0.8481002941064356,8.0
861,15,Neumann_res,train,0.8641303089976368,9.0
862,15,Neumann_res,test,0.8493507669749831,9.0
863,15,Neumann,train,0.8639010233823443,9.0
864,15,Neumann,test,0.8470352604604023,9.0
865,15,Neumann_analytic,,0.7561343212836034,0.0
866,15,Neumann_analytic,,0.7860142218753904,1.0
867,15,Neumann_analytic,,0.8015808501599103,2.0
868,15,Neumann_analytic,,0.8114082345883996,3.0
869,15,Neumann_analytic,,0.8182824232736226,4.0
870,15,Neumann_analytic,,0.8234126853363671,5.0
871,15,Neumann_analytic,,0.8375477438490095,10.0
872,15,Neumann_analytic,,0.8443473642253037,15.0
873,15,Neumann_analytic,,0.8485073100662446,20.0
874,15,Neumann_analytic,,0.8534638293708805,30.0
875,15,Neumann_analytic,,0.8563668411990772,40.0
876,15,Neumann_analytic,,0.8582886069146871,50.0
877,15,Neumann_analytic,,0.8625972645862636,100.0
878,15,Bayes_rate,train,0.8625972645862636,
879,15,Bayes_rate,test,0.8625972645862636,
880,16,Neumann_res,train,0.7559915969381028,0.0
881,16,Neumann_res,test,0.7519304319315436,0.0
882,16,Neumann,train,0.7581970610471713,0.0
883,16,Neumann,test,0.7533032454353492,0.0
884,16,Neumann_res,train,0.7953930997574439,1.0
885,16,Neumann_res,test,0.7906845557172075,1.0
886,16,Neumann,train,0.7917747602412065,1.0
887,16,Neumann,test,0.7875509602355847,1.0
888,16,Neumann_res,train,0.8073369732782285,2.0
889,16,Neumann_res,test,0.8007853818701984,2.0
890,16,Neumann,train,0.8106878762593834,2.0
891,16,Neumann,test,0.8043746805539282,2.0
892,16,Neumann_res,train,0.8124930647740465,3.0
893,16,Neumann_res,test,0.8049476647403785,3.0
894,16,Neumann,train,0.8161574163231471,3.0
895,16,Neumann,test,0.8084647937331608,3.0
896,16,Neumann_res,train,0.8213905717899339,4.0
897,16,Neumann_res,test,0.8129818926915056,4.0
898,16,Neumann,train,0.8210996460612756,4.0
899,16,Neumann,test,0.8117441206227911,4.0
900,16,Neumann_res,train,0.8245376664353558,5.0
901,16,Neumann_res,test,0.8143701647532984,5.0
902,16,Neumann,train,0.8238910132675257,5.0
903,16,Neumann,test,0.8125025938119395,5.0
904,16,Neumann_res,train,0.8247444237423904,6.0
905,16,Neumann_res,test,0.8122023329014505,6.0
906,16,Neumann,train,0.8253900658696554,6.0
907,16,Neumann,test,0.8108008128106374,6.0
908,16,Neumann_res,train,0.8266675473234849,7.0
909,16,Neumann_res,test,0.8125704956324828,7.0
910,16,Neumann,train,0.8276369685765055,7.0
911,16,Neumann,test,0.813238501825174,7.0
912,16,Neumann_res,train,0.8285902446713678,8.0
913,16,Neumann_res,test,0.8126252865535581,8.0
914,16,Neumann,train,0.8296673678347186,8.0
915,16,Neumann,test,0.8130677940284905,8.0
916,16,Neumann_res,train,0.8288825649713927,9.0
917,16,Neumann_res,test,0.8125112085513491,9.0
918,16,Neumann,train,0.8291626101209016,9.0
919,16,Neumann,test,0.8096046103365395,9.0
920,16,Neumann_analytic,,0.5850834248003483,0.0
921,16,Neumann_analytic,,0.6622174821879998,1.0
922,16,Neumann_analytic,,0.7015189992319981,2.0
923,16,Neumann_analytic,,0.7255209806960462,3.0
924,16,Neumann_analytic,,0.7418041238393402,4.0
925,16,Neumann_analytic,,0.7536312969333314,5.0
926,16,Neumann_analytic,,0.7843015899213663,10.0
927,16,Neumann_analytic,,0.7976616836220605,15.0
928,16,Neumann_analytic,,0.8052724567500551,20.0
929,16,Neumann_analytic,,0.8137792252656848,30.0
930,16,Neumann_analytic,,0.8184953119313485,40.0
931,16,Neumann_analytic,,0.8215147414601037,50.0
932,16,Neumann_analytic,,0.8280385334799114,100.0
933,16,Bayes_rate,train,0.8280385334799114,
934,16,Bayes_rate,test,0.8280385334799114,
935,17,Neumann_res,train,0.7672718359126505,0.0
936,17,Neumann_res,test,0.7656582823971874,0.0
937,17,Neumann,train,0.7666107030317586,0.0
938,17,Neumann,test,0.7660883938040733,0.0
939,17,Neumann_res,train,0.8032924237623913,1.0
940,17,Neumann_res,test,0.7974563034310769,1.0
941,17,Neumann,train,0.795344961228094,1.0
942,17,Neumann,test,0.788436989684548,1.0
943,17,Neumann_res,train,0.814594416163383,2.0
944,17,Neumann_res,test,0.8075132077108547,2.0
945,17,Neumann,train,0.8146751733311619,2.0
946,17,Neumann,test,0.8065956072643278,2.0
947,17,Neumann_res,train,0.8235540070630955,3.0
948,17,Neumann_res,test,0.8134813902435362,3.0
949,17,Neumann,train,0.8233093370679342,3.0
950,17,Neumann,test,0.8143783483420338,3.0
951,17,Neumann_res,train,0.827363629312161,4.0
952,17,Neumann_res,test,0.8173388969458992,4.0
953,17,Neumann,train,0.8272677759168224,4.0
954,17,Neumann,test,0.8173566935550232,4.0
955,17,Neumann_res,train,0.8319822262359946,5.0
956,17,Neumann_res,test,0.819605895131917,5.0
957,17,Neumann,train,0.8306163572372165,5.0
958,17,Neumann,test,0.8187069541560196,5.0
959,17,Neumann_res,train,0.8327405821465712,6.0
960,17,Neumann_res,test,0.818822870738819,6.0
961,17,Neumann,train,0.8331075495715137,6.0
962,17,Neumann,test,0.8181389098574052,6.0
963,17,Neumann_res,train,0.8332360762406528,7.0
964,17,Neumann_res,test,0.8172487223220962,7.0
965,17,Neumann,train,0.834375162163422,7.0
966,17,Neumann,test,0.81832521535321,7.0
967,17,Neumann_res,train,0.8338468780697126,8.0
968,17,Neumann_res,test,0.8173358313195346,8.0
969,17,Neumann,train,0.8357379728764387,8.0
970,17,Neumann,test,0.8159135873286614,8.0
971,17,Neumann_res,train,0.8359916139132371,9.0
972,17,Neumann_res,test,0.8176239262704661,9.0
973,17,Neumann,train,0.8357423959158282,9.0
974,17,Neumann,test,0.8159993366347036,9.0
975,17,Neumann_analytic,,0.6765562397322556,0.0
976,17,Neumann_analytic,,0.7212221202959727,1.0
977,17,Neumann_analytic,,0.7444068560951643,2.0
978,17,Neumann_analytic,,0.7590422221479813,3.0
979,17,Neumann_analytic,,0.7692883810381448,4.0
980,17,Neumann_analytic,,0.7769346202698801,5.0
981,17,Neumann_analytic,,0.7978834161868725,10.0
982,17,Neumann_analytic,,0.8077805412394261,15.0
983,17,Neumann_analytic,,0.8137214536314943,20.0
984,17,Neumann_analytic,,0.8206545794088931,30.0
985,17,Neumann_analytic,,0.8246513092790144,40.0
986,17,Neumann_analytic,,0.8272866834340352,50.0
987,17,Neumann_analytic,,0.8332167643817385,100.0
988,17,Bayes_rate,train,0.8332167643817385,
989,17,Bayes_rate,test,0.8332167643817385,
990,18,Neumann_res,train,0.7477836806729207,0.0
991,18,Neumann_res,test,0.7426719040173644,0.0
992,18,Neumann,train,0.7474214498958207,0.0
993,18,Neumann,test,0.741212842410565,0.0
994,18,Neumann_res,train,0.7881599688624946,1.0
995,18,Neumann_res,test,0.7806686180500247,1.0
996,18,Neumann,train,0.7850127546640927,1.0
997,18,Neumann,test,0.7774356096522761,1.0
998,18,Neumann_res,train,0.8012675421053786,2.0
999,18,Neumann_res,test,0.7938076209931753,2.0
1000,18,Neumann,train,0.8055327876269819,2.0
1001,18,Neumann,test,0.7997102473727822,2.0
1002,18,Neumann_res,train,0.8124570354899652,3.0
1003,18,Neumann_res,test,0.8044748659785832,3.0
1004,18,Neumann,train,0.8138355383855445,3.0
1005,18,Neumann,test,0.8064273907750651,3.0
1006,18,Neumann_res,train,0.8146195435471475,4.0
1007,18,Neumann_res,test,0.8040360299317146,4.0
1008,18,Neumann,train,0.8187494365922285,4.0
1009,18,Neumann,test,0.8082054635027619,4.0
1010,18,Neumann_res,train,0.8214093934701578,5.0
1011,18,Neumann_res,test,0.808681800941704,5.0
1012,18,Neumann,train,0.8221206133010879,5.0
1013,18,Neumann,test,0.8101992691020136,5.0
1014,18,Neumann_res,train,0.8239569634492169,6.0
1015,18,Neumann_res,test,0.8092352878094324,6.0
1016,18,Neumann,train,0.8247054480434047,6.0
1017,18,Neumann,test,0.8108292336375549,6.0
1018,18,Neumann_res,train,0.8259007221920515,7.0
1019,18,Neumann_res,test,0.8102622394468015,7.0
1020,18,Neumann,train,0.8266296248759255,7.0
1021,18,Neumann,test,0.8100109906771018,7.0
1022,18,Neumann_res,train,0.8271027413024546,8.0
1023,18,Neumann_res,test,0.8101236294886858,8.0
1024,18,Neumann,train,0.8276378522590834,8.0
1025,18,Neumann,test,0.8091736823800032,8.0
1026,18,Neumann_res,train,0.8290907367412045,9.0
1027,18,Neumann_res,test,0.8099955636806697,9.0
1028,18,Neumann,train,0.8288816340315179,9.0
1029,18,Neumann,test,0.809370481413546,9.0
1030,18,Neumann_analytic,,0.6349239519042014,0.0
1031,18,Neumann_analytic,,0.6827696056392192,1.0
1032,18,Neumann_analytic,,0.7099181228984499,2.0
1033,18,Neumann_analytic,,0.7276850656329839,3.0
1034,18,Neumann_analytic,,0.7403751720396033,4.0
1035,18,Neumann_analytic,,0.7499920451249467,5.0
1036,18,Neumann_analytic,,0.7771647889366954,10.0
1037,18,Neumann_analytic,,0.7904993074556691,15.0
1038,18,Neumann_analytic,,0.7986640079190246,20.0
1039,18,Neumann_analytic,,0.8083092619282359,30.0
1040,18,Neumann_analytic,,0.8138556827792773,40.0
1041,18,Neumann_analytic,,0.8174560945629749,50.0
1042,18,Neumann_analytic,,0.8252624658281383,100.0
1043,18,Bayes_rate,train,0.8252624658281383,
1044,18,Bayes_rate,test,0.8252624658281383,
1045,19,Neumann_res,train,0.7785314018523576,0.0
1046,19,Neumann_res,test,0.774334586505538,0.0
1047,19,Neumann,train,0.781939849716743,0.0
1048,19,Neumann,test,0.7770522399549248,0.0
1049,19,Neumann_res,train,0.8153764561946437,1.0
1050,19,Neumann_res,test,0.8106564403264865,1.0
1051,19,Neumann,train,0.8165401527379558,1.0
1052,19,Neumann,test,0.8117603243441605,1.0
1053,19,Neumann_res,train,0.8275479885721675,2.0
1054,19,Neumann_res,test,0.8210700791446138,2.0
1055,19,Neumann,train,0.8268808858991719,2.0
1056,19,Neumann,test,0.821093340323962,2.0
1057,19,Neumann_res,train,0.8350737342904143,3.0
1058,19,Neumann_res,test,0.8274789723129207,3.0
1059,19,Neumann,train,0.834539356853846,3.0
1060,19,Neumann,test,0.8276273508863146,3.0
1061,19,Neumann_res,train,0.8365372190801204,4.0
1062,19,Neumann_res,test,0.8274846961044102,4.0
1063,19,Neumann,train,0.8381589666422721,4.0
1064,19,Neumann,test,0.8287157316687883,4.0
1065,19,Neumann_res,train,0.8407809697485487,5.0
1066,19,Neumann_res,test,0.8305211491572982,5.0
1067,19,Neumann,train,0.8409019877001209,5.0
1068,19,Neumann,test,0.8294982536875948,5.0
1069,19,Neumann_res,train,0.8414922339402364,6.0
1070,19,Neumann_res,test,0.8302677829931288,6.0
1071,19,Neumann,train,0.8430120451255951,6.0
1072,19,Neumann,test,0.8307846700396403,6.0
1073,19,Neumann_res,train,0.8434113029292509,7.0
1074,19,Neumann_res,test,0.8295125398894311,7.0
1075,19,Neumann,train,0.8442171144053431,7.0
1076,19,Neumann,test,0.8300193416499477,7.0
1077,19,Neumann_res,train,0.8452395160201778,8.0
1078,19,Neumann_res,test,0.8304256436464856,8.0
1079,19,Neumann,train,0.845532668619384,8.0
1080,19,Neumann,test,0.829383077940129,8.0
1081,19,Neumann_res,train,0.8454327209868219,9.0
1082,19,Neumann_res,test,0.8281979962297819,9.0
1083,19,Neumann,train,0.8462887327574041,9.0
1084,19,Neumann,test,0.8267389390839079,9.0
1085,19,Neumann_analytic,,0.6822263047564763,0.0
1086,19,Neumann_analytic,,0.7263970226293337,1.0
1087,19,Neumann_analytic,,0.7499827650814087,2.0
1088,19,Neumann_analytic,,0.7651026329475193,3.0
1089,19,Neumann_analytic,,0.7757810143052835,4.0
1090,19,Neumann_analytic,,0.7838006963311418,5.0
1091,19,Neumann_analytic,,0.8060054926998903,10.0
1092,19,Neumann_analytic,,0.8165512313911176,15.0
1093,19,Neumann_analytic,,0.8228315824958223,20.0
1094,19,Neumann_analytic,,0.8300182495783255,30.0
1095,19,Neumann_analytic,,0.8340239390445358,40.0
1096,19,Neumann_analytic,,0.836574359891067,50.0
1097,19,Neumann_analytic,,0.8419580025627643,100.0
1098,19,Bayes_rate,train,0.8419580025627643,
1099,19,Bayes_rate,test,0.8419580025627643,
